"","cohort","mcohort","resp.var","cv.fold","family","var.type","term","coef"
"3914","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JABZKJ010000029.1.region001|GC_DNA--Entryname=lanthipeptide-class-ii--OS=Peptostreptococcus_sp__isolate_JCVI_12_bin_18--SMASHregion=region001--NR=2",0
"3915","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JABZKN010000005.1.region001|GC_DNA--Entryname=NRPS--OS=Peptostreptococcus_sp__isolate_JCVI_32_bin_13--SMASHregion=region001--NR=3",0
"3916","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JABZKJ010000063.1.region001|GC_DNA--Entryname=NRPS-like--OS=Peptostreptococcus_sp__isolate_JCVI_12_bin_18--SMASHregion=region001--NR=2",0
"3917","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JABZKJ010000170.1.region001|GC_DNA--Entryname=RRE-containing--OS=Peptostreptococcus_sp__isolate_JCVI_12_bin_18--SMASHregion=region001--NR=1",0
"3918","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JABZKN010000001.1.region001|GC_DNA--Entryname=ranthipeptide--OS=Peptostreptococcus_sp__isolate_JCVI_32_bin_13--SMASHregion=region001--NR=2",0
"3919","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JAGZBX010000005.1.region001|GC_DNA--Entryname=NRPS--OS=sp__isolate_L3_108_000G1_dasL3_108_000G1_concoct_14--SMASHregion=region001--NR=2",0
"3920","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JAGZBX010000007.1.region001|GC_DNA--Entryname=ranthipeptide--OS=sp__isolate_L3_108_000G1_dasL3_108_000G1_concoct_14--SMASHregion=region001--NR=2",0.0459320460143913
"3921","ccAustria","ccAustria","group",58,"binomial","BGC","gb|JAGZBX010000029.1.region001|GC_DNA--Entryname=ranthipeptide--OS=sp__isolate_L3_108_000G1_dasL3_108_000G1_concoct_14--SMASHregion=region001--NR=2",0
"3922","ccAustria","ccAustria","group",58,"binomial","BGC","gb|KE150405.1.region001|GC_DNA--Entryname=lanthipeptide-class-ii--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region001--NR=1",0
"3923","ccAustria","ccAustria","group",58,"binomial","BGC","gb|KE150405.1.region002|GC_DNA--Entryname=ranthipeptide--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region002--NR=1",0.221827259911386
"3924","ccAustria","ccAustria","group",58,"binomial","BGC","gb|KE150405.1.region003|GC_DNA--Entryname=ranthipeptide:cyclic-lactone-autoinducer--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region003--NR=1",0
"3925","ccAustria","ccAustria","group",58,"binomial","BGC","gb|KE150406.1.region001|GC_DNA--Entryname=NRPS--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region001--NR=1",0
"3926","ccAustria","ccAustria","group",58,"binomial","BGC","gb|KE150407.1.region001|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region001--NR=1",0
"3927","ccAustria","ccAustria","group",58,"binomial","BGC","gb|LR027880.1.region001|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=intestinalis_L1-82_genome--SMASHregion=region001--NR=2",0
"3928","ccAustria","ccAustria","group",58,"binomial","BGC","gb|LR027880.1.region002|GC_DNA--Entryname=ranthipeptide--OS=intestinalis_L1-82_genome--SMASHregion=region002--NR=2",0
"3929","ccAustria","ccAustria","group",58,"binomial","BGC","gb|LR027880.1.region003|GC_DNA--Entryname=RRE-containing--OS=intestinalis_L1-82_genome--SMASHregion=region003--NR=2",-0.0161002218746817
"3930","ccAustria","ccAustria","group",58,"binomial","BGC","gb|LR027880.1.region004|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=intestinalis_L1-82_genome--SMASHregion=region004--NR=2",-0.0439474610553698
"3931","ccAustria","ccAustria","group",58,"binomial","BGC","gb|LR027880.1.region005|GC_DNA--Entryname=cyclic-lactone-autoinducer:ranthipeptide--OS=intestinalis_L1-82_genome--SMASHregion=region005--NR=2",-0.0185662987580446
"3932","ccAustria","ccAustria","group",58,"binomial","BGC","gb|LR027880.1.region006|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=intestinalis_L1-82_genome--SMASHregion=region006--NR=2",0
"3933","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_AP014598.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_OMA14_chromosome--SMASHregion=region001--NR=5",0
"3934","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP022479.1.region001|GC_DNA--Entryname=ranthipeptide--OS=prausnitzii_strain_A2165--SMASHregion=region001--NR=2",0
"3935","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP022479.1.region002|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=prausnitzii_strain_A2165--SMASHregion=region002--NR=1",0
"3936","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP022479.1.region003|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=prausnitzii_strain_A2165--SMASHregion=region003--NR=3",-0.00877128384361467
"3937","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP024696.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2033--SMASHregion=region001--NR=1",0
"3938","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP024724.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2837_chromosome--SMASHregion=region001--NR=1",0
"3939","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP024730.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_1933_chromosome--SMASHregion=region001--NR=3",0
"3940","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP024723.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2837_chromosome--SMASHregion=region001--NR=11--BG=2",0
"3941","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP026548.1.region001|GC_DNA--Entryname=ranthipeptide--OS=prausnitzii_strain_942-30-2--SMASHregion=region001--NR=1",-0.119755691394841
"3942","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP026548.1.region003|GC_DNA--Entryname=RiPP-like--OS=prausnitzii_strain_942-30-2--SMASHregion=region003--NR=1",0
"3943","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP030095.1.region002|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2734_chromosome--SMASHregion=region002--NR=1",0
"3944","ccAustria","ccAustria","group",58,"binomial","BGC","gb|NZ_CP030777.1.region001|GC_DNA--Entryname=ranthipeptide--OS=prausnitzii_strain_APC918-95b--SMASHregion=region001--NR=1",-0.0829489249915539
"3945","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP007062.1.region001|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__animalis--SMASHregion=region001--NR=17",0
"3946","ccAustria","ccAustria","group",59,"binomial","BGC","gb|AFII01000002.1.region001|GC_DNA--Entryname=LAP:thiopeptide--OS=sp__oral_taxon_110_str__F0139--SMASHregion=region001--NR=2",0
"3947","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CR626927.1.region001|GC_DNA--Entryname=RRE-containing--OS=fragilis_NCTC--SMASHregion=region001--NR=22",0
"3948","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP011073.1.region002|GC_DNA--Entryname=NRPS-like--OS=fragilis_strain--SMASHregion=region002--NR=21",0
"3949","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP003800.1.region001|GC_DNA--Entryname=T3PKS--OS=constellatus_subsp__pharyngis--SMASHregion=region001--NR=8",0
"3950","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP003859.1.region003|GC_DNA--Entryname=RiPP-like--OS=constellatus_subsp__pharyngis--SMASHregion=region003--NR=8",0.00463112194700675
"3951","ccAustria","ccAustria","group",59,"binomial","BGC","gb|AP025559.1.region001|GC_DNA--Entryname=resorcinol--OS=somerae_CE91-St14--SMASHregion=region001--NR=1",0
"3952","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP024734.1.region003|GC_DNA--Entryname=RRE-containing--OS=intermedia_strain_KCOM_1944_chromosome--SMASHregion=region003--NR=14",0.0695208843183965
"3953","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_LN831027.1.region001|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__polymorphum_strain_NCTC10562_chromosome--SMASHregion=region001--NR=12",0.36096334118224
"3954","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP071093.1.region002|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__vincentii_strain_THCT14A3--SMASHregion=region002--NR=9",0.286622333675787
"3955","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP003800.1.region002|GC_DNA--Entryname=LAP--OS=constellatus_subsp__pharyngis--SMASHregion=region002--NR=6",-0.186216521008055
"3956","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP003840.1.region004|GC_DNA--Entryname=RaS-RiPP--OS=constellatus_subsp__pharyngis--SMASHregion=region004--NR=5",0.125928722298369
"3957","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP003800.1.region005|GC_DNA--Entryname=NRPS-like--OS=constellatus_subsp__pharyngis--SMASHregion=region005--NR=5",0
"3958","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP007064.1.region003|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__vincentii_3_1_27_chromosome--SMASHregion=region003--NR=1",0
"3959","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP037440.1.region004|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=fragilis_strain_DCMOUH0085B--SMASHregion=region004--NR=8",0.205857771382792
"3960","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP080296.1.region003|GC_DNA--Entryname=NRPS-like--OS=fragilis_strain_IHMA_13--SMASHregion=region003--NR=13",0
"3961","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP080295.1.region001|GC_DNA--Entryname=ranthipeptide:lanthipeptide-class-i--OS=fragilis_strain_IHMA_4--SMASHregion=region001--NR=3",0
"3962","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP044428.1.region002|GC_DNA--Entryname=betalactone--OS=fragilis_strain_DK1985--SMASHregion=region002--NR=1",0
"3963","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP048436.1.region001|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=plautii_strain_JCM_32125--SMASHregion=region001--NR=2",0
"3964","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP048436.1.region002|GC_DNA--Entryname=ranthipeptide--OS=plautii_strain_JCM_32125--SMASHregion=region002--NR=4",0
"3965","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP066014.1.region001|GC_DNA--Entryname=NRPS:RRE-containing--OS=vaginalis_strain_FDAARGOS_988--SMASHregion=region001--NR=1",0.129650017311899
"3966","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP066014.1.region002|GC_DNA--Entryname=ranthipeptide--OS=vaginalis_strain_FDAARGOS_988--SMASHregion=region002--NR=2",0.00331336522668754
"3967","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP066055.1.region001|GC_DNA--Entryname=RRE-containing--OS=constellatus_strain_FDAARGOS_1015--SMASHregion=region001--NR=1",-0.0359462910195391
"3968","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP066055.1.region007|GC_DNA--Entryname=NRPS--OS=constellatus_strain_FDAARGOS_1015--SMASHregion=region007--NR=1",0
"3969","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP067016.1.region001|GC_DNA--Entryname=RRE-containing--OS=obesiensis_strain_FDAARGOS_989--SMASHregion=region001--NR=1",0
"3970","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP069558.1.region004|GC_DNA--Entryname=sactipeptide--OS=constellatus_strain_FDAARGOS_1208--SMASHregion=region004--NR=2",0
"3971","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP083636.1.region001|GC_DNA--Entryname=T3PKS--OS=morbillorum_strain_FDAARGOS_1501--SMASHregion=region001--NR=3",0.0758215660201991
"3972","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP083636.1.region002|GC_DNA--Entryname=lanthipeptide-class-ii--OS=morbillorum_strain_FDAARGOS_1501--SMASHregion=region002--NR=2",0
"3973","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP091724.1.region001|GC_DNA--Entryname=RRE-containing--OS=Anaerotruncus_sp__isolate_nC33_bin_255_fa--SMASHregion=region001--NR=1",0
"3974","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP091724.1.region002|GC_DNA--Entryname=RRE-containing--OS=Anaerotruncus_sp__isolate_nC33_bin_255_fa--SMASHregion=region002--NR=1",0
"3975","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP091724.1.region003|GC_DNA--Entryname=ranthipeptide--OS=Anaerotruncus_sp__isolate_nC33_bin_255_fa--SMASHregion=region003--NR=1",-0.18817308640041
"3976","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP091724.1.region004|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=Anaerotruncus_sp__isolate_nC33_bin_255_fa--SMASHregion=region004--NR=1",0
"3977","ccAustria","ccAustria","group",59,"binomial","BGC","gb|CP091724.1.region005|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=Anaerotruncus_sp__isolate_nC33_bin_255_fa--SMASHregion=region005--NR=1",-0.0700220322999897
"3978","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_LN877293.1.region002|GC_DNA--Entryname=lanthipeptide-class-i--OS=fragilis_strain_BE1_chromosome--SMASHregion=region002--NR=3",0
"3979","ccAustria","ccAustria","group",59,"binomial","BGC","gb|DYTY01000220.1.region001|GC_DNA--Entryname=NRPS--OS=TPA_asm:_Bilophila_wadsworthia_isolate_2407--SMASHregion=region001--NR=2",0
"3980","ccAustria","ccAustria","group",59,"binomial","BGC","gb|DYTY01000248.1.region001|GC_DNA--Entryname=NRPS-like--OS=TPA_asm:_Bilophila_wadsworthia_isolate_2407--SMASHregion=region001--NR=2",0
"3981","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JABZKP010000008.1.region001|GC_DNA--Entryname=ranthipeptide--OS=Peptostreptococcus_sp__isolate_JCVI_44_bin_26--SMASHregion=region001--NR=3",0
"3982","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JABZKJ010000029.1.region001|GC_DNA--Entryname=lanthipeptide-class-ii--OS=Peptostreptococcus_sp__isolate_JCVI_12_bin_18--SMASHregion=region001--NR=2",0.0725897398031971
"3983","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JABZKN010000005.1.region001|GC_DNA--Entryname=NRPS--OS=Peptostreptococcus_sp__isolate_JCVI_32_bin_13--SMASHregion=region001--NR=3",0
"3984","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JABZKJ010000063.1.region001|GC_DNA--Entryname=NRPS-like--OS=Peptostreptococcus_sp__isolate_JCVI_12_bin_18--SMASHregion=region001--NR=2",0
"3985","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JABZKJ010000170.1.region001|GC_DNA--Entryname=RRE-containing--OS=Peptostreptococcus_sp__isolate_JCVI_12_bin_18--SMASHregion=region001--NR=1",0.0321960446239304
"3986","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JABZKN010000001.1.region001|GC_DNA--Entryname=ranthipeptide--OS=Peptostreptococcus_sp__isolate_JCVI_32_bin_13--SMASHregion=region001--NR=2",0
"3987","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JAGZBX010000005.1.region001|GC_DNA--Entryname=NRPS--OS=sp__isolate_L3_108_000G1_dasL3_108_000G1_concoct_14--SMASHregion=region001--NR=2",0
"3988","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JAGZBX010000007.1.region001|GC_DNA--Entryname=ranthipeptide--OS=sp__isolate_L3_108_000G1_dasL3_108_000G1_concoct_14--SMASHregion=region001--NR=2",0.0733418033867295
"3989","ccAustria","ccAustria","group",59,"binomial","BGC","gb|JAGZBX010000029.1.region001|GC_DNA--Entryname=ranthipeptide--OS=sp__isolate_L3_108_000G1_dasL3_108_000G1_concoct_14--SMASHregion=region001--NR=2",0
"3990","ccAustria","ccAustria","group",59,"binomial","BGC","gb|KE150405.1.region001|GC_DNA--Entryname=lanthipeptide-class-ii--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region001--NR=1",0
"3991","ccAustria","ccAustria","group",59,"binomial","BGC","gb|KE150405.1.region002|GC_DNA--Entryname=ranthipeptide--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region002--NR=1",0.291809393900206
"3992","ccAustria","ccAustria","group",59,"binomial","BGC","gb|KE150405.1.region003|GC_DNA--Entryname=ranthipeptide:cyclic-lactone-autoinducer--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region003--NR=1",0
"3993","ccAustria","ccAustria","group",59,"binomial","BGC","gb|KE150406.1.region001|GC_DNA--Entryname=NRPS--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region001--NR=1",0
"3994","ccAustria","ccAustria","group",59,"binomial","BGC","gb|KE150407.1.region001|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=bacterium_3_1_57FAA_CT1_genomic_scaffold--SMASHregion=region001--NR=1",0
"3995","ccAustria","ccAustria","group",59,"binomial","BGC","gb|LR027880.1.region001|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=intestinalis_L1-82_genome--SMASHregion=region001--NR=2",0.0750277586644997
"3996","ccAustria","ccAustria","group",59,"binomial","BGC","gb|LR027880.1.region002|GC_DNA--Entryname=ranthipeptide--OS=intestinalis_L1-82_genome--SMASHregion=region002--NR=2",-0.0725373228501679
"3997","ccAustria","ccAustria","group",59,"binomial","BGC","gb|LR027880.1.region003|GC_DNA--Entryname=RRE-containing--OS=intestinalis_L1-82_genome--SMASHregion=region003--NR=2",-0.01489781442986
"3998","ccAustria","ccAustria","group",59,"binomial","BGC","gb|LR027880.1.region004|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=intestinalis_L1-82_genome--SMASHregion=region004--NR=2",0
"3999","ccAustria","ccAustria","group",59,"binomial","BGC","gb|LR027880.1.region005|GC_DNA--Entryname=cyclic-lactone-autoinducer:ranthipeptide--OS=intestinalis_L1-82_genome--SMASHregion=region005--NR=2",-0.121688974047163
"4000","ccAustria","ccAustria","group",59,"binomial","BGC","gb|LR027880.1.region006|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=intestinalis_L1-82_genome--SMASHregion=region006--NR=2",0
"4001","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_AP014598.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_OMA14_chromosome--SMASHregion=region001--NR=5",0
"4002","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP022479.1.region001|GC_DNA--Entryname=ranthipeptide--OS=prausnitzii_strain_A2165--SMASHregion=region001--NR=2",0
"4003","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP022479.1.region002|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=prausnitzii_strain_A2165--SMASHregion=region002--NR=1",-0.0214822659253567
"4004","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP022479.1.region003|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=prausnitzii_strain_A2165--SMASHregion=region003--NR=3",0
"4005","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP024696.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2033--SMASHregion=region001--NR=1",0
"4006","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP024724.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2837_chromosome--SMASHregion=region001--NR=1",0
"4007","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP024730.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_1933_chromosome--SMASHregion=region001--NR=3",0
"4008","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP024723.1.region001|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2837_chromosome--SMASHregion=region001--NR=11--BG=2",0
"4009","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP026548.1.region001|GC_DNA--Entryname=ranthipeptide--OS=prausnitzii_strain_942-30-2--SMASHregion=region001--NR=1",-0.174379456228174
"4010","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP026548.1.region003|GC_DNA--Entryname=RiPP-like--OS=prausnitzii_strain_942-30-2--SMASHregion=region003--NR=1",0
"4011","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP030095.1.region002|GC_DNA--Entryname=resorcinol--OS=intermedia_strain_KCOM_2734_chromosome--SMASHregion=region002--NR=1",0.0287048476402712
"4012","ccAustria","ccAustria","group",59,"binomial","BGC","gb|NZ_CP030777.1.region001|GC_DNA--Entryname=ranthipeptide--OS=prausnitzii_strain_APC918-95b--SMASHregion=region001--NR=1",-0.127574349452088
"4013","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP007062.1.region001|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__animalis--SMASHregion=region001--NR=17",0.0557451152850585
"4014","ccAustria","ccAustria","group",60,"binomial","BGC","gb|AFII01000002.1.region001|GC_DNA--Entryname=LAP:thiopeptide--OS=sp__oral_taxon_110_str__F0139--SMASHregion=region001--NR=2",0
"4015","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CR626927.1.region001|GC_DNA--Entryname=RRE-containing--OS=fragilis_NCTC--SMASHregion=region001--NR=22",0
"4016","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP011073.1.region002|GC_DNA--Entryname=NRPS-like--OS=fragilis_strain--SMASHregion=region002--NR=21",0
"4017","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP003800.1.region001|GC_DNA--Entryname=T3PKS--OS=constellatus_subsp__pharyngis--SMASHregion=region001--NR=8",0
"4018","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP003859.1.region003|GC_DNA--Entryname=RiPP-like--OS=constellatus_subsp__pharyngis--SMASHregion=region003--NR=8",0.0245449298934024
"4019","ccAustria","ccAustria","group",60,"binomial","BGC","gb|AP025559.1.region001|GC_DNA--Entryname=resorcinol--OS=somerae_CE91-St14--SMASHregion=region001--NR=1",0
"4020","ccAustria","ccAustria","group",60,"binomial","BGC","gb|NZ_CP024734.1.region003|GC_DNA--Entryname=RRE-containing--OS=intermedia_strain_KCOM_1944_chromosome--SMASHregion=region003--NR=14",0
"4021","ccAustria","ccAustria","group",60,"binomial","BGC","gb|NZ_LN831027.1.region001|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__polymorphum_strain_NCTC10562_chromosome--SMASHregion=region001--NR=12",0.351420143699189
"4022","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP071093.1.region002|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__vincentii_strain_THCT14A3--SMASHregion=region002--NR=9",0.421295579340534
"4023","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP003800.1.region002|GC_DNA--Entryname=LAP--OS=constellatus_subsp__pharyngis--SMASHregion=region002--NR=6",-0.249055925067633
"4024","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP003840.1.region004|GC_DNA--Entryname=RaS-RiPP--OS=constellatus_subsp__pharyngis--SMASHregion=region004--NR=5",0.0582198527663639
"4025","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP003800.1.region005|GC_DNA--Entryname=NRPS-like--OS=constellatus_subsp__pharyngis--SMASHregion=region005--NR=5",0.147998839254735
"4026","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP007064.1.region003|GC_DNA--Entryname=NRPS-like--OS=nucleatum_subsp__vincentii_3_1_27_chromosome--SMASHregion=region003--NR=1",0
"4027","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP037440.1.region004|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=fragilis_strain_DCMOUH0085B--SMASHregion=region004--NR=8",0.362599525790758
"4028","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP080296.1.region003|GC_DNA--Entryname=NRPS-like--OS=fragilis_strain_IHMA_13--SMASHregion=region003--NR=13",0
"4029","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP080295.1.region001|GC_DNA--Entryname=ranthipeptide:lanthipeptide-class-i--OS=fragilis_strain_IHMA_4--SMASHregion=region001--NR=3",0
"4030","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP044428.1.region002|GC_DNA--Entryname=betalactone--OS=fragilis_strain_DK1985--SMASHregion=region002--NR=1",0
"4031","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP048436.1.region001|GC_DNA--Entryname=cyclic-lactone-autoinducer--OS=plautii_strain_JCM_32125--SMASHregion=region001--NR=2",0
"4032","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP048436.1.region002|GC_DNA--Entryname=ranthipeptide--OS=plautii_strain_JCM_32125--SMASHregion=region002--NR=4",0
"4033","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP066014.1.region001|GC_DNA--Entryname=NRPS:RRE-containing--OS=vaginalis_strain_FDAARGOS_988--SMASHregion=region001--NR=1",0.270120858010162
"4034","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP066014.1.region002|GC_DNA--Entryname=ranthipeptide--OS=vaginalis_strain_FDAARGOS_988--SMASHregion=region002--NR=2",0.0174883654061338
"4035","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP066055.1.region001|GC_DNA--Entryname=RRE-containing--OS=constellatus_strain_FDAARGOS_1015--SMASHregion=region001--NR=1",-0.0303399584847035
"4036","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP066055.1.region007|GC_DNA--Entryname=NRPS--OS=constellatus_strain_FDAARGOS_1015--SMASHregion=region007--NR=1",0
"4037","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP067016.1.region001|GC_DNA--Entryname=RRE-containing--OS=obesiensis_strain_FDAARGOS_989--SMASHregion=region001--NR=1",0
"4038","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP069558.1.region004|GC_DNA--Entryname=sactipeptide--OS=constellatus_strain_FDAARGOS_1208--SMASHregion=region004--NR=2",0
"4039","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP083636.1.region001|GC_DNA--Entryname=T3PKS--OS=morbillorum_strain_FDAARGOS_1501--SMASHregion=region001--NR=3",0.0170173260008698
"4040","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP083636.1.region002|GC_DNA--Entryname=lanthipeptide-class-ii--OS=morbillorum_strain_FDAARGOS_1501--SMASHregion=region002--NR=2",0
"4041","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP091724.1.region001|GC_DNA--Entryname=RRE-containing--OS=Anaerotruncus_sp__isolate_nC33_bin_255_fa--SMASHregion=region001--NR=1",0
"4042","ccAustria","ccAustria","group",60,"binomial","BGC","gb|CP091724.1.region002|GC_DNA--Entryname=RRE-containing--OS=Anaerotruncus_sp__isolate_nC33_bin_255_fa--SMASHregion=region002--NR=1",0
